"product_page","image","name"
"https://www.marksandspencer.com/food/alcohol-free-red-mulled-wine/p/fdp60627058#intid=pid_pg1pip96g6r1c1","https://assets.digitalcontent.marksandspencer.app/image/upload/w_2560,q_auto,c_fill,ar_1,f_auto/b6d2fe92d2a4fc5727f56d173c95bde1.jpg","Alcohol Free Red Mulled Wine"
"https://www.marksandspencer.com/food/alcohol-free-winter-berry-spritz/p/fdp60752703#intid=pid_pg1pip96g6r1c2","https://assets.digitalcontent.marksandspencer.app/image/upload/w_2560,q_auto,c_fill,ar_1,f_auto/92b486eb08d17addb31c0d87da8118c1.jpg","Alcohol Free Winter Berry Spritz"
"https://www.marksandspencer.com/food/berthier-coteaux-du-giennois/p/fdp60756515#intid=pid_pg1pip96g6r1c3","https://assets.digitalcontent.marksandspencer.app/image/upload/w_2560,q_auto,c_fill,ar_1,f_auto/c86d5775eafeb63e3f9dc5b61c593c44.jpg","Berthier Coteaux du Giennois"
"https://www.marksandspencer.com/food/blackcurrant-royale/p/fdp60760327#intid=pid_pg1pip96g6r1c4","https://assets.digitalcontent.marksandspencer.app/image/upload/w_2560,q_auto,c_fill,ar_1,f_auto/5427c416137861ad65388ff65aa9a6c8.jpg","Blackcurrant Royale"
"https://www.marksandspencer.com/food/blanc-de-blancs-cremant-dalsace/p/fdp60763778#intid=pid_pg1pip96g6r1c5","https://assets.digitalcontent.marksandspencer.app/image/upload/w_2560,q_auto,c_fill,ar_1,f_auto/4a8fb6448a4149ffadadebd613f7402d.jpg","Blanc de Blancs Cremant d'Alsace"
"https://www.marksandspencer.com/food/chez-michel-gewurztraminer/p/fdp60761899#intid=pid_pg1pip96g6r1c6","https://assets.digitalcontent.marksandspencer.app/image/upload/w_2560,q_auto,c_fill,ar_1,f_auto/db6a6fc3d78a2496223e8376bba28aa0.jpg","Chez Michel Gewurztraminer"
"https://www.marksandspencer.com/food/classics-chablis/p/fdp60762164#intid=pid_pg1pip96g6r2c1","https://assets.digitalcontent.marksandspencer.app/image/upload/w_2560,q_auto,c_fill,ar_1,f_auto/021fbb793dabaa3aa93460128155af4d.jpg","Classics Chablis"
"https://www.marksandspencer.com/food/classics-chablis/p/fdp60765368#intid=pid_pg1pip96g6r2c2","https://assets.digitalcontent.marksandspencer.app/image/upload/w_2560,q_auto,c_fill,ar_1,f_auto/aa638b9a2215c2533c6a12fe38203473.jpg","Classics Chablis"
"https://www.marksandspencer.com/food/classics-red-burgundy-pinot-noir/p/fdp60763764#intid=pid_pg1pip96g6r2c3","https://assets.digitalcontent.marksandspencer.app/image/upload/w_2560,q_auto,c_fill,ar_1,f_auto/002c88f9802af9930eb95f6f5ad70129.jpg","Classics Red Burgundy Pinot Noir"
"https://www.marksandspencer.com/food/clos-de-nouys-vouvray/p/fdp60756406#intid=pid_pg1pip96g6r2c4","https://assets.digitalcontent.marksandspencer.app/image/upload/w_2560,q_auto,c_fill,ar_1,f_auto/b52a6990b639d2ef6450d20805033ed3.jpg","Clos de Nouys Vouvray"
"","https://images.ctfassets.net/prxuf37q3ta2/2rg5nlIoeUh1CgMFc2RCsn/e61fcf0ad7c8804b8def9daab888a65f/Screenshot_2025-03-18_at_09.49.34.png?w=2560&q=60&fm=webp",""
"https://www.marksandspencer.com/food/collection-napa-cabernet-sauvignon/p/fdp60706746#intid=pid_pg1pip96g6r2c5","https://assets.digitalcontent.marksandspencer.app/image/upload/w_2560,q_auto,c_fill,ar_1,f_auto/c7c23fcdd95c9112c381d4178dc675ec.jpg","Collection Napa Cabernet Sauvignon"
"https://www.marksandspencer.com/food/collection-organic-chablis/p/fdp60756342#intid=pid_pg1pip96g6r2c6","https://assets.digitalcontent.marksandspencer.app/image/upload/w_2560,q_auto,c_fill,ar_1,f_auto/53519ed54e94884032a5ea8ea7d4d1c4.jpg","Collection Organic Chablis"
